CardNo,CardCount,Money
171191,92,469.0
171193,157,10382.900000000003
171194,90,692.3000000000001
171197,1,72.01
171203,53,124.10000000000001
171204,110,793.0000000000002
171207,119,511.49999999999994
171208,56,1413.8999999999999
171209,76,525.8999999999999
171210,166,847.8000000000003
171211,1,1.55
171212,4,400.0
171214,85,261.50000000000006
171216,59,180.19999999999996
171218,92,320.6000000000001
171219,1,2.7
171221,124,322.7999999999999
171223,94,390.6
171230,122,516.7
171235,142,650.8000000000004
171236,83,352.39999999999986
171241,164,472.48000000000013
171242,19,49.8
171261,9,21.4
171270,67,220.39999999999995
171272,119,253.9999999999998
171274,120,570.5000000000003
171275,61,168.7
171276,83,377.19999999999993
171277,187,478.6600000000002
171279,159,381.2000000000001
171281,300,1061.7999999999993
171283,98,422.6
171284,41,196.09999999999997
171285,108,493.9000000000002
171286,116,406.50000000000006
171287,54,134.60000000000002
171290,1,0.6
171292,90,349.6
171294,186,481.40000000000026
171296,97,397.2
171300,1,77.3
171302,182,438.7000000000002
171304,154,484.5000000000001
171306,86,297.7
171307,186,487.1000000000004
171310,82,195.0999999999999
171311,89,338.7999999999999
171314,72,257.4999999999999
171315,162,374.4000000000002
171316,184,768.6900000000005
171319,178,495.9000000000005
171323,140,617.4000000000001
171326,104,261.3999999999999
171327,218,511.0900000000004
171328,103,206.79999999999995
171329,157,536.2
171331,93,455.8999999999998
171332,98,445.12
171333,130,229.70000000000005
171335,141,386.8000000000001
171339,30,159.39999999999998
171341,217,586.3
171342,118,320.20000000000005
171344,1,115.36
171345,107,277.4
171346,64,255.0
171347,243,810.1000000000007
171348,44,115.10000000000001
171351,177,426.5000000000001
171352,227,403.80000000000024
171353,156,392.0700000000002
171354,185,455.60000000000036
171355,183,650.9000000000005
171356,64,229.0
171358,86,386.5
171359,90,386.2
171360,91,404.1
171361,18,60.5
171362,61,328.7
171364,53,143.5
171365,81,272.29999999999995
171368,87,341.70000000000005
171373,148,423.30000000000007
171379,135,604.3000000000001
171380,40,195.8
171383,2,19.0
171386,2,9.0
171390,12,65.1
171396,48,111.70000000000002
171398,2,15.0
171402,58,161.5
171418,17,79.2
171431,80,356.80000000000007
171432,85,289.70000000000005
171436,1,104.8
171437,120,353.20000000000016
171440,65,182.19999999999996
171442,54,160.4
171444,102,221.29999999999995
171445,29,199.99999999999997
171446,1,51.25
171448,140,814.7000000000003
171449,67,205.99999999999994
171450,47,297.0
171457,74,210.6
171458,45,213.5
171459,102,349.9
171460,185,433.75000000000017
171461,131,454.9000000000002
171462,44,194.7
171463,116,326.6999999999999
171466,131,564.0000000000002
171471,147,489.29999999999995
171472,93,349.8999999999999
171473,1,48.5
171477,171,459.9000000000003
171478,111,611.2600000000001
171479,67,195.3
171480,43,125.6
171484,102,290.9
171485,92,373.40000000000003
171489,96,360.9999999999999
171491,130,335.4000000000001
171492,38,136.50000000000003
171495,129,244.39999999999992
171496,54,244.69999999999993
171497,86,375.6
171498,60,213.29999999999998
171502,50,310.8
171507,151,395.3000000000002
171508,102,652.5999999999999
171509,35,133.10000000000002
171510,68,397.29999999999995
171511,66,353.80000000000007
171513,128,461.4000000000001
171514,2,4.0
171515,156,422.4000000000003
171516,194,581.1000000000001
171517,21,102.7
171519,39,202.89999999999998
171520,48,247.49999999999997
171524,144,668.9999999999997
171528,52,168.4
171529,24,59.7
171530,36,405.7999999999999
171531,88,420.0
171532,115,320.6000000000001
171534,33,104.3
171537,17,49.8
171544,12,71.8
171546,1,0.5
171547,36,199.0
171552,17,51.699999999999996
171557,30,102.79999999999998
171564,21,193.0
171567,74,239.6
171573,135,352.60000000000014
171585,89,394.0
171591,50,397.9
171594,41,266.2
171595,1,0.5
171596,50,241.39999999999998
171599,161,347.70000000000005
171600,78,221.39999999999998
171601,140,322.5
171605,112,367.2000000000001
171607,111,336.0000000000001
171608,68,219.7
171609,133,386.5
171610,148,400.09999999999997
171613,38,85.50000000000001
171614,152,622.0
171615,124,386.19999999999993
171620,33,69.10000000000001
171623,75,288.0
171635,49,182.9
171637,186,419.2000000000003
171638,149,461.9
171640,1,81.0
171641,96,299.99999999999994
171642,121,251.29999999999998
171647,130,431.80000000000024
171650,34,119.1
171651,64,150.6
171659,89,405.59999999999997
171663,46,226.4
171664,66,174.60000000000002
171665,167,513.49
171667,34,144.0
171668,28,124.80000000000001
171669,31,135.4
171670,42,105.50000000000001
171671,41,175.5
171674,18,65.4
171675,85,234.39999999999992
171679,140,509.6000000000001
171680,113,754.5
171682,73,234.7
171683,52,142.5
171684,128,292.1999999999999
171685,58,322.4
171688,61,262.4
171691,70,271.0
171692,143,456.10000000000025
171693,12,49.5
171699,1,5.0
171700,1,79.16
171703,4,10.1
171704,5,21.0
171712,13,47.9
171713,3,9.0
171717,2,6.0
171720,8,19.700000000000003
171724,12,56.6
171727,9,28.5
171731,22,84.5
171732,7,27.5
171735,2,50.0
171736,11,51.1
171742,111,389.6000000000001
171747,123,390.49999999999994
171748,29,183.1
171752,87,523.3000000000001
171753,28,136.39999999999998
171756,38,67.89999999999999
171757,175,443.70000000000016
171759,110,295.19999999999993
171768,10,25.5
171772,3,20.5
171777,70,183.59999999999997
171780,68,265.90000000000003
171782,1,0.6
171783,88,547.2000000000002
171792,61,349.0
171796,74,378.1000000000001
171797,24,75.10000000000001
171798,87,534.1
171800,111,521.5
171802,45,161.1
171803,55,129.50000000000006
171805,15,57.800000000000004
171808,126,273.69
171809,87,253.60000000000005
171811,26,94.60000000000001
171812,28,78.00000000000003
171813,66,174.5
171814,113,329.99999999999994
171816,111,350.90000000000003
171817,94,511.9
171818,66,182.5
171819,83,420.09999999999997
171820,80,163.20000000000005
171821,146,347.5000000000003
171822,196,407.40000000000003
171824,94,319.40000000000003
171825,71,298.9000000000001
171826,30,73.9
171827,53,318.3999999999999
171828,154,376.10000000000014
171830,151,473.9000000000002
171831,58,203.7
171832,211,500.70000000000044
171833,40,148.5
171837,27,98.6
171838,102,253.50000000000006
171839,133,355.10000000000014
171840,67,393.5
171841,98,349.59999999999997
171842,10,42.1
171843,64,161.00000000000003
171844,110,694.4
171845,42,120.9
171847,64,237.49999999999994
171848,109,543.9000000000001
171849,14,60.4
171851,79,290.50000000000006
171852,66,369.4
171853,51,122.40000000000005
171862,71,244.69999999999996
171864,70,293.19999999999993
171865,16,122.5
171866,13,76.5
171868,57,274.69999999999993
171869,87,333.6
171870,118,407.1000000000001
171871,51,352.3
171873,41,451.49999999999994
171874,69,240.69999999999996
171875,141,399.20000000000016
171876,65,239.90000000000003
171877,30,86.0
171880,65,202.3
171882,31,100.89999999999999
171884,82,388.6
171886,107,528.8999999999999
171888,31,143.2
171890,76,267.2
171891,69,311.40000000000003
171892,80,234.49999999999991
171895,170,606.9000000000002
171896,81,201.8
171898,122,529.8000000000002
171900,51,297.59999999999997
171901,72,242.99999999999994
171902,58,304.4
171909,25,98.9
171910,116,348.6
171911,9,42.300000000000004
171915,100,474.9000000000001
171919,53,196.9
171920,75,296.6
171921,48,390.3
171923,80,190.30000000000007
171924,101,306.4999999999999
171927,94,347.8000000000001
171929,52,130.60000000000005
171931,73,368.69999999999993
171932,40,155.0
171935,34,126.80000000000001
171938,45,126.3
171944,76,351.20000000000005
171946,73,230.3
171949,3,0.9
171950,70,313.6999999999999
171953,84,200.79999999999993
171954,89,268.9
171955,57,115.60000000000001
171956,61,121.10000000000002
171957,100,373.9
171959,126,405.7
171960,111,355.7
171962,51,415.2
171965,54,175.8
171968,32,100.19999999999997
171971,52,201.40000000000003
171972,23,112.8
171976,36,140.9
171977,78,400.69999999999993
171980,41,129.70000000000002
171982,24,89.7
171983,33,123.89999999999999
171984,160,475.6199999999999
171985,45,233.4
171989,98,328.10000000000014
171990,81,398.5
171992,50,200.90000000000003
171993,71,302.0000000000001
171994,1,96.7
171996,91,324.00000000000006
171999,113,619.9
172000,31,136.9
172001,74,342.3
172002,49,123.90000000000002
172003,55,194.8
172006,87,366.5
172008,113,409.20000000000005
172009,69,188.64999999999998
172010,87,406.70000000000005
172011,98,391.8000000000002
172015,97,449.30000000000007
172017,86,396.3
172018,32,161.2
172019,97,388.70000000000005
172020,97,564.5999999999999
172021,21,100.30000000000001
172022,89,450.9000000000001
172023,71,307.5
172027,51,425.89999999999986
172028,104,409.9000000000002
172030,43,187.30000000000004
172032,1,50.2
172033,122,356.2000000000001
172035,109,459.9000000000001
172037,79,262.5
172038,18,44.1
172042,84,368.29999999999995
172043,110,523.8000000000001
172044,71,394.9
172045,188,441.19999999999993
172046,39,212.5
172048,150,587.9000000000001
172051,91,485.0
172060,85,333.40000000000003
172065,1,60.89
172066,85,314.4
172067,52,203.6
172068,57,353.6
172071,48,260.09999999999997
172072,98,452.10000000000014
172083,85,328.0
172138,3,13.6
172172,43,298.79999999999995
172207,1,6.0
172212,2,16.0
172214,11,41.8
172215,75,194.30000000000007
172216,45,168.79999999999998
172217,43,248.3
172218,58,181.7
172219,45,184.00000000000003
172221,1,82.4
172222,59,290.0
172227,14,63.7
172232,68,145.20000000000005
172233,52,171.7
172234,23,139.3
172236,48,230.49999999999997
172238,45,198.19999999999996
172241,75,227.7000000000001
172242,31,144.7
172243,42,188.4
172244,89,396.0000000000001
172248,47,107.30000000000001
172249,97,153.70000000000007
172250,109,424.2
172252,91,638.65
172255,42,149.2
172256,22,102.8
172257,65,160.30000000000004
172260,98,396.4
172264,113,358.5999999999999
172265,67,344.5999999999999
172267,42,175.60000000000002
172269,57,221.0
172272,125,671.6000000000003
172273,74,301.70000000000005
172274,65,178.40000000000003
172276,44,223.99999999999997
172278,56,281.5
172279,80,241.20000000000005
172281,48,179.7
172282,118,301.89
172285,68,354.50000000000006
172286,112,414.8999999999999
172287,25,92.9
172289,100,424.59999999999997
172291,53,236.4
172294,53,265.1
172296,72,257.6
172298,56,292.6000000000001
172302,1,6.0
172307,71,346.4
172308,128,477.39999999999986
172310,42,261.4
172311,57,202.09999999999997
172314,130,454.3000000000002
172320,81,183.70000000000002
172326,46,217.29999999999998
172327,52,263.3
172328,81,404.0500000000001
172329,115,360.49999999999994
172330,69,279.90000000000003
172331,111,162.3000000000001
172332,104,401.0999999999999
172333,13,86.4
172335,69,233.39999999999995
172336,13,60.5
172337,61,160.10000000000002
172339,4,19.0
172340,15,94.4
172342,7,22.7
172349,54,182.60000000000002
172350,57,345.4
172351,65,340.5
172353,3,3.3
172355,45,240.50000000000003
172356,27,127.10000000000002
172360,34,165.5
172361,20,106.7
172362,26,109.49999999999999
172363,4,19.5
172364,41,166.8
172365,50,225.79999999999995
172366,1,205.8
172367,21,88.30000000000001
172368,11,58.5
172369,11,48.2
172370,8,21.9
172371,19,95.69999999999997
172375,12,349.80000000000007
172381,63,226.6
172383,51,395.70000000000005
172385,84,195.3
172386,1,0.7
172387,72,295.8
172389,88,367.30000000000007
172390,52,179.89999999999998
172391,68,324.40000000000003
172392,82,178.10000000000002
172393,76,171.79999999999995
172394,61,199.2
172397,114,316.09999999999997
172398,54,237.20000000000002
172399,35,161.99999999999997
172401,67,217.4
172402,17,89.69999999999999
172403,81,239.6
172405,113,321.6999999999999
172406,22,76.0
172407,51,208.99999999999994
172408,102,336.3
172411,40,188.39999999999998
172413,67,307.8
172414,46,239.20000000000002
172417,59,350.20000000000005
172420,84,299.5999999999999
172421,10,64.0
172422,50,237.79999999999995
172423,60,201.19999999999996
172424,156,690.7000000000003
172425,39,109.7
172426,76,320.8
172428,29,150.39999999999998
172429,56,165.3
172430,37,167.9
172431,45,152.70000000000002
172432,32,147.29999999999998
172433,62,235.60000000000002
172438,62,233.99999999999997
172450,46,147.39999999999998
172455,50,427.1
172461,1,2.5
172464,58,210.49999999999997
172467,32,114.4
172484,84,424.5
172485,181,542.5000000000002
172486,16,100.69999999999997
172487,1,3.5
172490,19,122.1
172491,42,173.79999999999998
172492,41,309.5
172494,26,129.60000000000002
172495,48,302.0
172496,66,354.99999999999994
172498,70,309.30000000000007
172500,47,248.79999999999995
172504,25,173.6
172509,69,345.2
172510,26,98.1
172515,54,246.89999999999998
172517,91,338.4000000000001
172518,49,223.79999999999995
172520,35,119.10000000000001
172521,57,297.6
172523,37,283.6
172526,67,239.69999999999993
172528,37,200.2
172529,60,230.1
172531,49,163.10000000000002
172532,85,364.3999999999999
172533,52,259.20000000000005
172534,105,399.0
172535,78,274.49999999999994
172538,11,42.300000000000004
172539,80,386.0000000000001
172540,74,272.59999999999997
172542,26,69.00000000000001
172544,55,225.09999999999997
172545,71,355.5
172546,34,118.30000000000001
172547,75,488.80000000000024
172548,1,34.6
172549,88,316.09999999999997
172551,48,266.29999999999995
172553,98,538.7000000000003
172554,49,147.40000000000003
172555,61,244.60000000000002
172556,124,514.7
172558,121,482.9
172559,1,0.7
172560,119,714.8000000000003
172561,100,351.5999999999999
172562,26,105.8
172567,65,303.79999999999995
172576,4,29.5
172606,4,29.4
172612,80,227.09999999999994
172613,62,436.45
172616,109,267.8
172617,44,217.2
172618,4,5.4
172619,59,180.90000000000003
172621,97,202.1
172622,46,174.89999999999998
172623,77,250.00000000000003
172624,52,559.7000000000003
172626,92,211.79999999999995
172627,47,276.69999999999993
172628,52,276.8
172630,53,378.1
172632,46,151.59999999999997
172634,105,373.40000000000003
172636,21,105.0
172637,72,281.29999999999995
172638,31,112.99999999999999
172639,92,545.9000000000002
172641,79,298.1
172642,111,387.0
172643,36,165.3
172644,69,363.0
172646,76,582.8
172647,48,197.00000000000003
172650,81,171.29999999999995
172651,32,73.00000000000001
172652,51,231.7
172653,236,579.9000000000003
172654,50,242.89999999999998
172656,62,339.5
172657,61,235.19999999999993
172658,101,276.7
172659,25,206.2
172660,56,323.8
172661,108,337.0000000000001
172662,33,101.99999999999997
172663,91,199.89999999999995
172665,44,119.50000000000001
172666,18,59.0
172667,61,360.1
172669,61,326.29999999999995
172670,54,344.4
172671,47,175.09999999999997
172672,37,182.7
172673,44,246.89999999999998
172674,80,409.3
172677,71,363.20000000000005
172678,132,375.8999999999999
172681,27,107.69999999999999
172682,55,298.29999999999995
172684,27,172.3
172686,86,352.50000000000006
172687,92,495.4
172688,72,208.69999999999996
172689,88,296.2
172690,60,267.3
172692,116,354.69999999999993
172693,59,293.19999999999993
172695,19,80.6
172697,88,347.1
172701,111,272.6
172702,66,254.79999999999995
172703,89,295.0
172704,33,103.69999999999999
172705,89,533.4000000000001
172706,65,236.29999999999995
172707,63,193.60000000000002
172710,105,336.80000000000007
172711,54,199.29999999999998
172712,72,198.59999999999997
172714,73,157.60000000000002
172715,79,351.70000000000016
172716,71,268.00000000000006
172717,145,811.0000000000006
172718,230,891.7000000000003
172719,46,179.3
172721,10,68.7
172725,39,99.60000000000001
172726,74,384.1
172729,59,268.49999999999994
172730,38,149.1
172732,125,334.40000000000003
172733,5,26.3
172734,72,328.9
172736,108,316.7
172737,82,365.79999999999995
172738,36,161.70000000000002
172739,54,200.4
172740,39,191.50000000000003
172741,56,175.5
172742,68,354.7
172744,64,275.59999999999985
172745,49,196.2
172747,67,357.00000000000006
172750,77,398.3
172752,97,333.80000000000007
172754,136,300.7
172755,50,199.79999999999998
172757,77,313.90000000000003
172758,74,283.30000000000007
172764,3,292.5
172765,2,5.2
172776,3,292.0
172779,11,72.2
172780,2,290.0
172785,2,290.0
172794,2,290.0
172799,10,600.4000000000001
172855,80,329.79999999999995
172858,99,294.8999999999999
172859,21,132.0
172864,91,391.7
172865,58,301.6
172866,130,371.19999999999993
172869,80,286.90000000000003
172870,73,232.19999999999996
172871,122,420.3
172872,89,445.7
172873,167,401.40000000000043
172874,76,284.5
172875,168,573.3000000000002
172876,60,286.2
172877,102,214.09999999999988
172883,7,16.5
172885,142,454.2000000000004
172886,1,9.0
172887,118,420.4000000000002
172888,69,285.6
172890,34,91.10000000000001
172891,143,592.4000000000003
172893,45,266.3
172894,110,360.3000000000001
172897,182,482.0000000000004
172900,133,487.19999999999993
172902,130,472.49
172903,110,440.59999999999997
172904,41,122.2
172905,57,293.2
172906,13,54.1
172907,121,351.40000000000003
172909,54,279.0
172911,85,300.5
172912,149,432.7000000000001
172914,61,420.2000000000001
172915,39,217.29999999999998
172916,82,253.60000000000002
172919,97,239.30000000000007
172920,83,356.29999999999995
172922,40,209.1
172924,169,460.10000000000025
172926,107,507.70000000000005
172927,56,128.40000000000003
172928,28,148.1
172929,73,407.7
172930,91,280.4999999999999
172932,73,216.99999999999994
172935,51,167.1
172936,82,351.00000000000006
172937,120,473.80000000000007
172938,120,598.2
172939,110,470.00000000000017
172940,81,312.49999999999994
172941,5,16.0
172943,35,193.69999999999996
172944,1,197.7
172946,158,458.6000000000002
172947,88,354.59999999999997
172948,95,388.9000000000001
172950,1,83.7
172951,120,415.1000000000002
172952,112,485.40000000000015
172955,25,72.5
172956,114,434.5000000000001
172957,48,204.6
172958,186,439.2000000000002
172963,127,408.1600000000002
172967,101,371.90000000000003
172969,136,372.6
172972,120,468.4000000000002
172976,124,489.5000000000002
172977,34,155.49999999999997
172978,166,612.5900000000004
172981,67,278.19999999999993
172982,58,142.7
172983,119,390.50000000000017
172984,73,368.5
172985,149,413.6000000000001
172986,164,474.30000000000024
172987,129,568.6000000000004
172988,112,433.5000000000001
172990,51,241.79999999999998
172991,1,82.05
172992,164,547.7000000000004
172993,43,337.5
172994,27,109.5
172995,51,258.0
172997,17,166.89999999999998
172998,86,525.3
172999,59,240.89999999999995
173000,120,552.2000000000002
173002,103,275.8999999999999
173005,83,263.19999999999993
173007,63,394.5
173008,44,169.8
173009,29,81.69999999999999
173011,91,437.00000000000006
173012,90,193.89999999999986
173013,1,173.5
173015,76,223.99999999999994
173016,76,334.79999999999995
173017,38,193.7
173019,65,264.3999999999999
173022,74,356.3
173023,69,463.4
173026,59,301.0
173027,36,205.0
173029,58,134.0
173030,91,458.4
173031,83,390.79999999999995
173032,169,450.40000000000026
173036,109,507.50000000000006
173037,82,263.68999999999994
173042,38,140.6
173043,128,470.7999999999999
173044,117,489.4000000000001
173050,122,566.3900000000001
173055,47,577.5
173056,83,392.79999999999995
173057,90,336.9
173059,95,353.99999999999983
173061,105,419.5
173064,116,682.1999999999999
173065,106,869.3000000000001
173066,117,497.49999999999994
173067,85,403.40000000000003
173068,114,502.7
173073,145,305.10000000000014
173075,115,320.6
173076,145,381.20000000000016
173077,132,580.4
173078,139,297.0
173080,96,398.69999999999993
173081,49,361.0
173082,121,331.9
173083,111,594.4
173084,88,496.2
173086,20,99.3
173088,174,769.9000000000003
173090,35,109.10000000000001
173091,97,412.9
173092,87,451.0
173093,23,98.80000000000001
173094,14,72.2
173095,95,411.4
173096,80,424.0
173097,87,250.2999999999999
173098,146,436.9
173099,13,25.5
173100,112,377.9
173103,12,49.900000000000006
173104,141,533.2000000000003
173113,16,38.099999999999994
173115,38,230.79999999999993
173116,1,173.9
173117,101,249.80000000000007
173122,133,604.6999999999999
173123,58,231.2
173125,67,273.0
173128,95,601.7
173130,4,14.8
173134,115,396.0000000000001
173135,63,312.69999999999993
173137,42,249.29999999999998
173140,81,502.0
173141,62,192.0
173142,87,371.0
173143,57,162.39999999999998
173149,99,467.00000000000006
173151,48,124.49999999999999
173152,79,172.79999999999993
173153,152,373.90000000000015
173157,30,160.0
173158,36,185.89999999999998
173159,69,641.9000000000001
173160,130,601.9999999999998
173161,49,200.7
173162,169,537.14
173165,88,241.90000000000003
173166,61,237.00000000000003
173167,63,422.1
173168,54,233.3
173174,50,195.39999999999998
173177,127,432.09999999999997
173178,27,138.0
173180,46,242.1
173181,102,416.5
173182,83,373.59999999999997
173187,84,281.00000000000006
173188,1,84.7
173193,102,401.80000000000007
173195,45,250.1
173196,67,289.9000000000001
173197,93,374.79999999999995
173198,143,1011.3000000000002
173200,136,363.3999999999999
173212,180,748.1999999999999
173213,84,485.99999999999994
173215,141,339.49999999999994
173216,47,132.6
173218,100,219.4
173221,74,330.9999999999999
173222,23,62.5
173225,113,302.5
173226,157,515.3000000000003
173230,21,49.30000000000001
173232,67,393.9
173234,133,384.5999999999999
173236,107,455.6000000000001
173237,132,370.49999999999994
173242,54,159.90000000000003
173245,56,248.30000000000004
173251,2,24.0
173255,2,170.0
173269,8,54.5
173272,106,315.29999999999995
173292,61,362.8
173306,87,389.9
173313,3,8.2
173318,83,330.99999999999994
173319,22,103.1
173321,85,462.99999999999994
173326,56,296.79999999999995
173327,1,34.9
173328,92,293.1
173329,1,0.4
173330,58,231.4
173331,8,21.1
173332,188,712.1999999999995
173335,14,100.5
173336,15,198.6
173338,138,394.19999999999993
173339,116,396.7
173340,164,509.0999999999998
173343,32,186.1
173347,54,272.9
173348,37,161.1
173349,154,456.8999999999995
173352,24,96.7
173354,16,68.2
173366,2,50.0
173396,56,299.9
173398,3,14.6
173399,8,23.0
173420,43,89.6
173423,54,273.2
173424,19,80.5
173425,21,98.8
173426,80,217.99999999999994
173427,73,3319.4000000000005
173428,52,286.0
173429,59,466.7
173431,2,14.0
173434,38,203.3
173437,64,111.2
173441,69,347.2
173442,18,89.9
173443,27,110.19999999999999
173448,21,89.10000000000001
173453,34,157.5
173454,21,73.80000000000001
173455,54,285.69999999999993
173456,18,100.5
173457,27,90.5
173459,107,345.6
173461,105,462.10000000000014
173465,41,255.7
173466,84,409.29999999999995
173467,36,1821.4000000000003
173469,45,170.1
173470,65,222.8
173471,99,304.59999999999997
173472,145,368.5
173477,67,211.59999999999997
173480,24,152.2
173485,100,292.9
173486,2,18.0
173489,80,297.59999999999997
173490,39,159.2
173492,44,77.8
173493,66,337.69999999999993
173495,16,99.4
173496,53,209.49999999999997
173497,35,320.0
173499,42,157.29999999999998
173503,32,116.8
173504,39,153.60000000000002
173506,25,91.0
173512,58,277.79999999999995
173513,99,349.5999999999999
173515,51,225.3
173516,39,276.1
173517,62,123.00000000000001
173518,68,321.34999999999997
173520,78,310.2
173521,49,192.9
173527,1,14.0
173529,18,103.0
173530,42,219.20000000000005
173532,74,533.5
173533,89,326.09999999999997
173539,93,289.7
173540,12,52.7
173541,113,452.2999999999999
173546,101,486.9
173547,28,135.5
173550,173,543.7000000000005
173551,67,249.99999999999994
173553,69,220.09999999999994
173555,80,375.7999999999999
173556,23,98.89999999999999
173557,59,204.1
173562,30,169.0
173564,40,317.5
173566,63,348.5
173567,91,343.7999999999999
173569,54,302.5
173570,58,378.0
173572,50,2845.7999999999997
173573,114,240.5
173575,6,26.5
173576,137,773.6000000000001
173577,59,2457.5
173581,31,201.60000000000002
173583,48,377.9
173591,94,411.49999999999983
173594,88,615.0
173595,109,412.2999999999999
173598,36,183.2
173599,85,290.59999999999997
173600,32,108.7
173602,12,99.7
173605,132,468.0000000000001
173606,24,85.5
173609,93,438.5
173611,66,201.7
173612,107,488.3
173614,30,131.4
173617,76,258.0
173618,91,318.49999999999994
173620,92,292.6
173622,108,344.9999999999999
173624,38,272.4
173627,104,317.20000000000005
173631,122,456.20000000000005
173633,127,404.8000000000002
173635,1,50.11
173637,1,36.6
173639,1,53.3
173644,35,186.8
173645,101,482.2000000000001
173648,15,45.3
173650,41,293.2
173652,68,348.20000000000005
173654,40,167.5
173655,60,255.79999999999998
173658,58,267.6
173659,68,156.39999999999995
173660,128,754.1
173661,25,103.1
173662,124,460.7000000000001
173663,17,2720.0
173664,95,330.4
173667,59,347.1
173668,87,289.79999999999995
173669,66,358.0
173670,22,74.3
173671,50,256.2
173674,64,235.09999999999997
173677,26,161.69999999999996
173678,47,328.6
173679,46,248.49999999999997
173680,37,206.39999999999998
173681,48,197.59999999999997
173683,50,262.5999999999999
173688,67,275.3
173689,20,81.80000000000001
173694,25,142.49999999999997
173697,80,370.1500000000001
173698,63,350.90000000000003
173699,66,231.69999999999996
173701,36,174.89999999999998
173703,9,48.2
173709,19,103.8
173710,50,166.10000000000005
173711,52,151.5
173713,69,238.8
173714,29,125.70000000000002
173715,2,11.5
173716,86,409.0000000000001
173719,61,169.10000000000002
173720,81,354.4
173721,1,1.0
173723,4,8.299999999999999
173725,6,47.199999999999996
173726,76,268.29999999999995
173727,18,109.1
173730,74,342.2
173732,63,288.0999999999999
173734,50,370.5
173736,33,165.09999999999997
173737,15,50.7
173739,64,321.5
173743,119,521.3000000000002
173744,64,166.90000000000003
173745,48,368.4
173746,1,14.0
173747,24,139.2
173748,59,236.59999999999997
173749,15,79.4
173751,66,188.60000000000002
173752,103,471.0000000000002
173754,46,141.9
173755,22,118.4
173756,89,286.2
173757,97,595.4000000000001
173758,47,105.00000000000003
173759,95,439.00000000000006
173760,55,345.6
173761,107,262.39999999999986
173762,101,376.79999999999995
173763,21,85.39999999999999
173764,49,151.59999999999997
173766,43,176.1
173767,76,415.20000000000016
173771,94,382.6
173776,82,351.6
173777,75,196.80000000000007
173778,135,453.5000000000004
173784,69,282.4
173785,7,101.6
173788,120,454.60000000000014
173790,34,186.49999999999997
173791,59,124.60000000000002
173792,69,344.0
173799,34,190.4
173800,47,227.5
173801,86,438.9
173802,56,139.4
173803,59,203.60000000000002
173805,51,119.0
173806,48,211.00000000000003
173807,28,148.99999999999997
173808,98,255.00000000000006
173809,77,731.3
173810,89,144.80000000000004
173812,58,399.70000000000005
173813,56,246.4
173816,44,100.40000000000003
173817,67,323.0
173819,29,137.0
173822,65,336.7
173823,61,165.29999999999998
173824,36,225.7
173826,61,244.60000000000002
173827,98,232.60000000000008
173829,21,177.4
173830,47,223.3
173832,23,98.30000000000001
173833,46,270.0
173834,99,171.80000000000007
173835,75,270.29999999999995
173836,99,379.7
173838,118,323.49999999999994
173839,84,279.3
173840,24,140.89999999999998
173841,123,266.7000000000001
173844,136,326.49999999999994
173845,88,378.1000000000001
173847,85,295.2
173848,91,343.6
173849,69,248.70000000000002
173850,90,322.5
173851,60,290.59999999999997
173852,32,160.89999999999998
173855,24,104.1
173856,50,129.5
173857,27,148.70000000000002
173858,46,440.40000000000003
173860,25,109.6
173862,102,425.90000000000003
173864,23,105.6
173868,27,163.6
173869,102,637.6999999999998
173871,36,196.7
173872,134,533.1
173873,6,23.5
173874,102,331.4999999999999
173875,51,209.3
173876,60,181.49999999999994
173880,59,168.80000000000004
173883,90,301.39999999999986
173885,14,26.7
173887,3,14.5
173891,67,188.00000000000003
173892,8,52.1
173894,47,175.6
173895,4,8.6
173897,15,52.7
173899,74,224.49999999999997
173900,41,280.6
173903,200,599.8000000000001
173904,77,199.50000000000009
173907,122,325.4999999999999
173910,79,284.2000000000001
173911,60,208.50000000000006
173914,26,394.50000000000006
173915,95,371.6000000000001
173920,84,433.00000000000006
173921,40,112.80000000000001
173922,41,292.6
173925,12,46.0
173927,56,186.90999999999997
173928,33,146.7
173930,27,181.6
173931,20,147.2
173932,31,83.39999999999999
173934,23,85.3
173937,1,0.6
173941,54,207.89999999999998
173945,41,451.6
173946,35,167.69999999999996
173948,2,16.0
173949,36,187.79999999999995
173950,52,335.00000000000006
173955,68,256.6
173956,1,20.7
173959,36,153.79999999999998
173962,1,0.8
173963,26,168.5
173968,64,350.0
173973,37,131.39999999999998
173975,37,206.0
173979,21,115.30000000000001
173980,67,160.59999999999994
173982,10,44.8
173984,24,56.699999999999996
173985,13,68.3
173986,52,222.59999999999997
173989,7,132.0
173990,7,38.0
173994,13,53.400000000000006
173995,56,456.79999999999995
173998,3,1.5
174002,23,76.8
174003,71,338.69999999999993
174005,27,79.8
174007,87,251.40000000000003
174009,19,85.6
174017,55,611.0
174021,23,107.0
174022,65,120.30000000000004
174023,4,10.9
174027,50,224.9
174028,95,284.3
174031,104,183.79999999999995
174033,34,216.6
174034,96,266.99999999999994
174036,43,156.79999999999995
174038,46,195.99999999999997
174042,44,305.6
174046,52,247.79999999999998
174049,32,107.70000000000002
174050,124,300.99999999999983
174053,73,207.5
174054,39,159.80000000000004
174057,4,12.2
174058,23,66.4
174060,38,101.70000000000003
174066,15,50.2
174067,72,8780.800000000001
